SalePrice,LotArea,Bedroom,FullBath,GarageCars,YearBuilt,OverallQual,Neighborhood
150894,988,5,2,1.0,1958.0,2,SawyerW
137984,350,4,1,,2000.0,4,NAmes
201910,1472,4,2,2.0,1999.0,3,College
305877,2241,6,3,3.0,2019.0,4,NAmes
271053,1953,3,1,,1967.0,5,College
152814,564,2,2,0.0,1956.0,6,College
170092,966,6,2,0.0,1920.0,1,SawyerW
257271,2745,3,1,0.0,,3,OldTown
261297,1723,3,1,0.0,1977.0,6,OldTown
228771,1503,5,1,0.0,1990.0,5,OldTown
250764,2239,4,1,3.0,1972.0,3,College
318172,3217,2,2,1.0,1985.0,5,SawyerW
269566,2408,6,2,1.0,1940.0,3,SawyerW
260549,1598,6,3,3.0,1956.0,5,OldTown
228721,1748,2,2,3.0,2009.0,4,College
253440,1932,5,2,,2005.0,3,OldTown
164025,1071,3,3,0.0,1943.0,4,SawyerW
190780,759,3,2,3.0,1975.0,5,College
213456,1537,5,2,1.0,1991.0,3,College
112351,837,4,2,1.0,1948.0,1,OldTown
196827,1457,4,2,1.0,,2,Crawfor
166291,1567,4,3,0.0,1992.0,1,College
296718,3139,3,2,1.0,1998.0,5,Crawfor
135274,904,4,2,1.0,2024.0,1,College
176138,1415,3,2,0.0,1958.0,2,OldTown
244927,1385,3,2,3.0,2020.0,5,SawyerW
225773,1806,4,2,0.0,2001.0,4,Crawfor
269932,2233,3,3,0.0,2006.0,3,OldTown
201477,1157,2,3,,1962.0,3,NAmes
223820,925,3,2,2.0,1986.0,6,SawyerW
156445,352,6,1,,1984.0,3,Crawfor
136085,852,3,2,0.0,2024.0,1,Crawfor
239733,1876,3,1,1.0,1987.0,5,College
205204,1532,3,1,,2024.0,2,Crawfor
199647,789,2,1,1.0,1975.0,6,OldTown
225618,1239,6,2,1.0,1973.0,5,College
228861,1522,4,2,3.0,1985.0,4,College
226795,1853,6,2,3.0,1923.0,3,OldTown
218041,1085,5,2,,1968.0,5,College
200353,1325,3,3,3.0,1966.0,2,NAmes
91557,350,4,1,0.0,1980.0,2,OldTown
170632,694,4,1,0.0,1990.0,5,College
295336,2632,5,2,1.0,1955.0,3,College
115184,350,4,1,1.0,1951.0,2,OldTown
209765,1264,2,1,0.0,2023.0,5,SawyerW
254178,1653,3,2,0.0,1952.0,6,College
188176,1238,3,2,1.0,1969.0,5,SawyerW
161821,934,3,2,1.0,1955.0,3,SawyerW
231936,1457,4,1,1.0,,5,SawyerW
242880,1497,6,1,0.0,2021.0,5,Crawfor
241672,1443,3,3,0.0,2019.0,5,Crawfor
99918,350,3,2,1.0,1929.0,3,College
221859,1397,3,1,2.0,1976.0,5,College
211230,901,4,1,1.0,2024.0,6,OldTown
176740,1117,5,1,1.0,1974.0,1,NAmes
247849,1659,6,3,0.0,1995.0,3,NAmes
254863,1949,4,1,3.0,2024.0,5,NAmes
274332,2128,3,2,,2024.0,6,NAmes
174358,1153,3,3,2.0,2024.0,3,SawyerW
273699,2147,5,1,3.0,1976.0,3,NAmes
266347,2322,2,3,0.0,1985.0,6,SawyerW
262292,2296,2,2,0.0,1991.0,3,SawyerW
242647,2473,2,1,,1975.0,1,NAmes
244133,1398,5,1,3.0,1966.0,5,SawyerW
150465,1378,5,3,1.0,2024.0,1,NAmes
250550,2078,5,2,1.0,1993.0,4,Crawfor
